id,type2,fname,cname,sname,rname,fplv,fcname,fspt,fename,rdate,fskl,energy,cenergy,cpower
BT7-043,BATTLE,"SS Rose Goku Black, Inviting the Darkness",Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],10000,Goku Black,Saiyan/God,Future Trunks Saga,"July 26, 2019","**[Barrier]** 
**[Auto]**  When you play this card and your Leader Card is a Goku Black or Zamasu card, add the top card of your deck to your energy.
**[Auto]**  When you play this card and your Leader Card is a Goku Black or Zamasu card, at the end of your opponent's next turn, reveal the top card of your opponent's deck. If that card is a Battle Card, place it in your opponent's energy in Rest Mode, otherwise, draw 1 card then your opponent shuffles their deck.",3((U)),0,5000
BT7-043_PR,BATTLE,"SS Rose Goku Black, Inviting the Darkness",Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],10000,Goku Black,Saiyan/God,Future Trunks Saga,"July 26, 2019","**[Barrier]** 
**[Auto]**  When you play this card and your Leader Card is a Goku Black or Zamasu card, add the top card of your deck to your energy.
**[Auto]**  When you play this card and your Leader Card is a Goku Black or Zamasu card, at the end of your opponent's next turn, reveal the top card of your opponent's deck. If that card is a Battle Card, place it in your opponent's energy in Rest Mode, otherwise, draw 1 card then your opponent shuffles their deck.",3((U)),0,5000
BT7-044,BATTLE,"Goku Black, Evil's Accomplice",Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Goku Black,Saiyan/God,Future Trunks Saga,"July 26, 2019","**[Deflect]**  (This card isn't affected by **[Counter Play]**  skills.)
**[Activate Main]** **[Once per turn]**  Choose 1 card in your hand and place it in your Drop Area : Choose up to 1 {Mass Replication} from your deck, activate it, then shuffle your deck.",2((U)),0,5000
BT7-044_PR,BATTLE,"Goku Black, Evil's Accomplice",Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Goku Black,Saiyan/God,Future Trunks Saga,"July 26, 2019","**[Deflect]**  (This card isn't affected by **[Counter Play]**  skills.)
**[Activate Main]** **[Once per turn]**  Choose 1 card in your hand and place it in your Drop Area : Choose up to 1 {Mass Replication} from your deck, activate it, then shuffle your deck.",2((U)),0,5000
BT7-051,BATTLE,"Raditz, Saiyan-In-Arms",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Super Rare[SR],4000,Raditz,Saiyan,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, draw 1 card.
**[Activate Main]**  (R)(G), place this card in its owner's Drop Area : If your Leader Card is a green Saiyan card, choose up to 1 Vegeta card and 1 Nappa card with energy costs of 2 or less and 10000 power from your deck, send them to your Warp, then shuffle your deck. At the start of your next Main Phase, play all the cards sent to the Warp by this skill in your Battle Area.",1((G)),0,5000
BT7-051_SPR,BATTLE,"Raditz, Saiyan-In-Arms",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Special Rare[SPR],4000,Raditz,Saiyan,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, draw 1 card.
**[Activate Main]**  (R)(G), place this card in its owner's Drop Area : If your Leader Card is a green Saiyan card, choose up to 1 Vegeta card and 1 Nappa card with energy costs of 2 or less and 10000 power from your deck, send them to your Warp, then shuffle your deck. At the start of your next Main Phase, play all the cards sent to the Warp by this skill in your Battle Area.",1((G)),0,5000
BT7-052,BATTLE,"Raditz, Saiyan Assailant",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],20000,Raditz,Saiyan,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, choose up to 2 of your opponent's Battle Cards with energy costs of 3 or less, KO them, then your opponent chooses cards from their hand equal to the number of cards you KO'd with this skill and sends them to their Warp.",4((G)(G)),0,5000
BT7-052_PR,BATTLE,"Raditz, Saiyan Assailant",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],20000,Raditz,Saiyan,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, choose up to 2 of your opponent's Battle Cards with energy costs of 3 or less, KO them, then your opponent chooses cards from their hand equal to the number of cards you KO'd with this skill and sends them to their Warp.",4((G)(G)),0,5000
BT7-053,BATTLE,Unlikely Duo Son Goku,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],20000,Son Goku,Saiyan,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, look at up 7 cards from the top of your deck, choose up to 1 Earthling or Namekian card among them, add it to your hand, then shuffle your deck.",3((G)(G)),0,5000
BT7-053_PR,BATTLE,Unlikely Duo Son Goku,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],20000,Son Goku,Saiyan,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, look at up 7 cards from the top of your deck, choose up to 1 Earthling or Namekian card among them, add it to your hand, then shuffle your deck.",3((G)(G)),0,5000
BT7-054,BATTLE,"Son Gohan, Hope of the People",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],15000,Son Gohan: Adolescence,Saiyan/Earthling,Broly Saga,"July 26, 2019","**[Permanent]**  Only 1 {Son Gohan, Hope of the People} can be played in your Battle Area, and if there is at least 1 Son Goten, Trunks : Youth, and Videl card in your Drop Area, reduce the energy cost of this card in your hand by 2.",3((G)),0,5000
BT7-054_PR,BATTLE,"Son Gohan, Hope of the People",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],15000,Son Gohan: Adolescence,Saiyan/Earthling,Broly Saga,"July 26, 2019","**[Permanent]**  Only 1 {Son Gohan, Hope of the People} can be played in your Battle Area, and if there is at least 1 Son Goten, Trunks : Youth, and Videl card in your Drop Area, reduce the energy cost of this card in your hand by 2.",3((G)),0,5000
BT7-055,BATTLE,"Son Gohan, Momentary Awakening",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],5000,Son Gohan: Youth,Saiyan/Earthling,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, look at up to 7 cards from the top of your deck, choose up to 1 green Son Goku card among them, add it to your hand, then shuffle your deck.",1((G)),0,5000
BT7-055_PR,BATTLE,"Son Gohan, Momentary Awakening",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],5000,Son Gohan: Youth,Saiyan/Earthling,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, look at up to 7 cards from the top of your deck, choose up to 1 green Son Goku card among them, add it to your hand, then shuffle your deck.",1((G)),0,5000
BT7-056,BATTLE,"Son Goten, Out Adventuring",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],15000,Son Goten,Saiyan/Earthling,Broly Saga,"July 26, 2019","**[EX-Evolve]**  Red Son Goten with an energy cost of 2. (Play this card on top of the specified card.)
**[Auto]**  When a card evolves into this card and your Leader Card is a Son Gohan : Adolescence card, draw 1 card, switch this card to Active Mode, then choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less and KO it.",4((G)(G)),0,5000
BT7-056_PR,BATTLE,"Son Goten, Out Adventuring",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],15000,Son Goten,Saiyan/Earthling,Broly Saga,"July 26, 2019","**[EX-Evolve]**  Red Son Goten with an energy cost of 2. (Play this card on top of the specified card.)
**[Auto]**  When a card evolves into this card and your Leader Card is a Son Gohan : Adolescence card, draw 1 card, switch this card to Active Mode, then choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less and KO it.",4((G)(G)),0,5000
BT7-057,BATTLE,"Great Ape Vegeta, Energy Manipulation",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],30000,Vegeta,Saiyan/Great Ape,Saiyan Saga,"July 26, 2019","**[Activate Main]**  If there is a {Power Ball} in your Battle Area and {Great Ape Vegeta, Energy Manipulation} is not in play in your Battle Area : Play this card from your hand on top of a Vegeta card in your Battle Area with an energy cost of 3.
**[Auto]**  When you play this card, activate this skill. Until the end of your opponent's next turn, this card can't be KO'd by skills or battles, or be removed from the Battle Area by skills.
**[Auto]**  When this card is placed in a Drop Area from a Battle Area by a skill, you may choose 1 red card and 1 green card in your energy and switch them to Rest Mode. If you do, choose up to 1 Vegeta card that is both red and green in your Drop Area with an energy cost of 6 or less and play it.",6((G)(G)),1,10000
BT7-057_PR,BATTLE,"Great Ape Vegeta, Energy Manipulation",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],30000,Vegeta,Saiyan/Great Ape,Saiyan Saga,"July 26, 2019","**[Activate Main]**  If there is a {Power Ball} in your Battle Area and {Great Ape Vegeta, Energy Manipulation} is not in play in your Battle Area : Play this card from your hand on top of a Vegeta card in your Battle Area with an energy cost of 3.
**[Auto]**  When you play this card, activate this skill. Until the end of your opponent's next turn, this card can't be KO'd by skills or battles, or be removed from the Battle Area by skills.
**[Auto]**  When this card is placed in a Drop Area from a Battle Area by a skill, you may choose 1 red card and 1 green card in your energy and switch them to Rest Mode. If you do, choose up to 1 Vegeta card that is both red and green in your Drop Area with an energy cost of 6 or less and play it.",6((G)(G)),1,10000
BT7-058,BATTLE,Vegeta the Cruel,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],15000,Vegeta,Saiyan,Saiyan Saga,"July 26, 2019","**[Counter Play]**  Play this card.
**[Permanent]**  If a multicolored card is in your energy, reduce the energy cost of this card in your hand by 1.
**[Auto]**  When you play this card during your opponent's turn, choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less, KO it, then your opponent chooses 1 card in their hand and sends it to their Warp.",3((G)),0,5000
BT7-058_PR,BATTLE,Vegeta the Cruel,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],15000,Vegeta,Saiyan,Saiyan Saga,"July 26, 2019","**[Counter Play]**  Play this card.
**[Permanent]**  If a multicolored card is in your energy, reduce the energy cost of this card in your hand by 1.
**[Auto]**  When you play this card during your opponent's turn, choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less, KO it, then your opponent chooses 1 card in their hand and sends it to their Warp.",3((G)),0,5000
BT7-059,BATTLE,"Trunks, Out Adventuring",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Trunks: Youth,Saiyan/Earthling,Broly Saga,"July 26, 2019","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card.)
**[EX-Evolve]**  Red Trunks : Youth with an energy cost of 2 (Play this card on top of the specified card.)
**[Revenge]** 
**[Auto]**  When a card evolves into this card and your Leader Card is a Son Gohan : Adolescence card, draw 1 card, then switch this card to Active Mode.",4((G)(G)),0,5000
BT7-059_PR,BATTLE,"Trunks, Out Adventuring",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Trunks: Youth,Saiyan/Earthling,Broly Saga,"July 26, 2019","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card.)
**[EX-Evolve]**  Red Trunks : Youth with an energy cost of 2 (Play this card on top of the specified card.)
**[Revenge]** 
**[Auto]**  When a card evolves into this card and your Leader Card is a Son Gohan : Adolescence card, draw 1 card, then switch this card to Active Mode.",4((G)(G)),0,5000
BT7-060,BATTLE,"Piccolo, Special Beam Cannon Unleashed",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Super Rare[SR],20000,Piccolo,Namekian,Saiyan Saga,"July 26, 2019","**[Permanent]**  If you have a green Son Goku card with 20000 power in play in your Battle Area and {Piccolo, Special Beam Cannon Unleashed} isn't in play in your Battle Area, you can play this card from your hand without paying its energy cost.
**[Activate Main]** **[Once per turn]**  Choose 1 Son Goku card with 20000 power or more in your Battle Area and place it in its owner's Drop Area : Choose one
Choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less, ignoring **[Barrier]** , and KO it. If you KO'd a card, your opponent chooses 2 cards in their hand and places them in their Drop Area.
Choose up to 1 of your opponent's Battle Cards and KO it.",4((G)(G)),0,5000
BT7-061,BATTLE,Krillin,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Krillin,Earthling,Saiyan Saga,"July 26, 2019",-,1((G)),0,5000
BT7-061_PR,BATTLE,Krillin,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Krillin,Earthling,Saiyan Saga,"July 26, 2019",-,1((G)),0,5000
BT7-062,BATTLE,Kamehameha Blast Yamcha,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Yamcha,Earthling,Saiyan Saga,"July 26, 2019","**[Super Combo]**  (You can only include up to 4 cards with **[Super Combo]**  in your deck.) 
**[Auto]**  When you combo with this card, if your Leader Card is green and your life is at 4 or less, draw 1 card.",2((G)),0,10000
BT7-062_PR,BATTLE,Kamehameha Blast Yamcha,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Yamcha,Earthling,Saiyan Saga,"July 26, 2019","**[Super Combo]**  (You can only include up to 4 cards with **[Super Combo]**  in your deck.) 
**[Auto]**  When you combo with this card, if your Leader Card is green and your life is at 4 or less, draw 1 card.",2((G)),0,10000
BT7-063,BATTLE,Sorrowful Strike Tien Shinhan,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Tien Shinhan,Earthling,Saiyan Saga,"July 26, 2019","**[Auto]**  When you combo with this card and your Leader Card is green, you may choose 1 card from your hand and place it in your Drop Area. If you do, choose one
Choose up to 3 Battle Cards with an energy cost of 3 or more and power of 35000 or less in your Drop Area and place them at the bottom of your deck in any order.
Choose 1 Battle Card in your opponents Drop Area, return it to your opponents deck, then your opponent shuffles their deck.",2((G)),0,5000
BT7-063_PR,BATTLE,Sorrowful Strike Tien Shinhan,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Tien Shinhan,Earthling,Saiyan Saga,"July 26, 2019","**[Auto]**  When you combo with this card and your Leader Card is green, you may choose 1 card from your hand and place it in your Drop Area. If you do, choose one
Choose up to 3 Battle Cards with an energy cost of 3 or more and power of 35000 or less in your Drop Area and place them at the bottom of your deck in any order.
Choose 1 Battle Card in your opponents Drop Area, return it to your opponents deck, then your opponent shuffles their deck.",2((G)),0,5000
BT7-064,BATTLE,"Chiaotzu, Desperate Measures",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],1000,Chiaotzu,Earthling,Saiyan Saga,"July 26, 2019",**[Activate Main]**  Place this card in its owner's Drop Area : Choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it.,1((G)),0,5000
BT7-064_PR,BATTLE,"Chiaotzu, Desperate Measures",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],1000,Chiaotzu,Earthling,Saiyan Saga,"July 26, 2019",**[Activate Main]**  Place this card in its owner's Drop Area : Choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it.,1((G)),0,5000
BT7-065,BATTLE,"Yajirobe, Lying in Wait",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],5000,Yajirobe,Earthling,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, choose up to 1 Vegeta card with an energy cost of 6 or less in a Battle Area and place it in its owner's Drop Area.",2((G)),0,5000
BT7-065_PR,BATTLE,"Yajirobe, Lying in Wait",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],5000,Yajirobe,Earthling,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, choose up to 1 Vegeta card with an energy cost of 6 or less in a Battle Area and place it in its owner's Drop Area.",2((G)),0,5000
BT7-066,BATTLE,Urgent Aid Kami,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],4000,Kami,Namekian/God,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, draw 1 card.
**[Auto]** **[Once per turn]**  When your opponent switches energy to Active Mode using a non-**[Awaken]**  skill during their turn, choose up to 1 of your opponent's energy and place it in its owner's Drop Area.",1((G)),0,5000
BT7-066_PR,BATTLE,Urgent Aid Kami,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],4000,Kami,Namekian/God,Saiyan Saga,"July 26, 2019","**[Auto]**  When you play this card, draw 1 card.
**[Auto]** **[Once per turn]**  When your opponent switches energy to Active Mode using a non-**[Awaken]**  skill during their turn, choose up to 1 of your opponent's energy and place it in its owner's Drop Area.",1((G)),0,5000
BT7-067,BATTLE,"Nappa, the Cultivator",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Nappa,Saiyan,Saiyan Saga,"July 26, 2019","**[Activate Main]**  Choose 1 card in your hand and place it in your Drop Area : Choose up to 1 Saibaiman card from your deck, play it, then shuffle your deck.",2((G)(G)),0,5000
BT7-067_PR,BATTLE,"Nappa, the Cultivator",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Nappa,Saiyan,Saiyan Saga,"July 26, 2019","**[Activate Main]**  Choose 1 card in your hand and place it in your Drop Area : Choose up to 1 Saibaiman card from your deck, play it, then shuffle your deck.",2((G)(G)),0,5000
BT7-068,BATTLE,"Saibaimen, Endless Explosions",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],4000,Saibaiman,Alien,Saiyan Saga,"July 26, 2019","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card.)
**[Permanent]**  You can include as many copies of this card in your deck as you like.
**[Auto]**  When this card is KO'd, choose up to 1 of your opponent's Battle Cards with an energy cost of 1 or less and KO it.",1((G)),0,5000
BT7-068_PR,BATTLE,"Saibaimen, Endless Explosions",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],4000,Saibaiman,Alien,Saiyan Saga,"July 26, 2019","**[Blocker]**  (When one of your other cards is attacked, you may switch this card to Rest Mode and change the target of the attack to this card.)
**[Permanent]**  You can include as many copies of this card in your deck as you like.
**[Auto]**  When this card is KO'd, choose up to 1 of your opponent's Battle Cards with an energy cost of 1 or less and KO it.",1((G)),0,5000
BT7-069,BATTLE,"SS Broly, Legend Unleashed",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],19000,Broly,Saiyan,Broly Saga,"July 26, 2019","**[Activate Main]**  If your opponent has 3 or more energy , and you choose 1 {Dormant Legend} in your Battle Area and place it in its owner's Drop Area : Play this card from your hand.
**[Auto]**  When you play this card, for the duration of the turn, if your Leader Card is a red Broly card, you can activate its **[Awaken]**  skill even if you have 5 or more life.",3((G)),0,5000
BT7-069_PR,BATTLE,"SS Broly, Legend Unleashed",Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],19000,Broly,Saiyan,Broly Saga,"July 26, 2019","**[Activate Main]**  If your opponent has 3 or more energy , and you choose 1 {Dormant Legend} in your Battle Area and place it in its owner's Drop Area : Play this card from your hand.
**[Auto]**  When you play this card, for the duration of the turn, if your Leader Card is a red Broly card, you can activate its **[Awaken]**  skill even if you have 5 or more life.",3((G)),0,5000
BT7-076,BATTLE,Super Saiyan Blue Vegeta,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],20000,Vegeta,Saiyan,Future Trunks Saga,"July 26, 2019",-,2((Y)(Y)),0,5000
BT7-076_PR,BATTLE,Super Saiyan Blue Vegeta,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],20000,Vegeta,Saiyan,Future Trunks Saga,"July 26, 2019",-,2((Y)(Y)),0,5000
BT7-077,BATTLE,Saiyan Bloodline Vegeta,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],15000,Vegeta,Saiyan,Future Trunks Saga,"July 26, 2019","**[Auto]**  When this card attacks, look at up to 2 cards from the top of your deck, choose up to 1 blue or yellow Saiyan card among them, add it to your hand, then place the remaining cards in your Drop Area.",2((Y)(Y)),0,5000
BT7-077_PR,BATTLE,Saiyan Bloodline Vegeta,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],15000,Vegeta,Saiyan,Future Trunks Saga,"July 26, 2019","**[Auto]**  When this card attacks, look at up to 2 cards from the top of your deck, choose up to 1 blue or yellow Saiyan card among them, add it to your hand, then place the remaining cards in your Drop Area.",2((Y)(Y)),0,5000
BT7-078,BATTLE,Champa the Trickster,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],15000,Champa,God/Universe 6,Universe Survival Saga,"July 26, 2019","**[Counter Play]**  Play this card.
**[Permanent]**  If a multicolored card is in your energy, reduce the energy cost of this card in your hand by 1.
**[Auto]**  When you play this card, choose up to 1 of your opponent's Battle Cards, ignoring **[Barrier]** , switch it to Rest Mode, then draw 1 card if it's your opponent's turn.",3((Y)),0,5000
BT7-078_PR,BATTLE,Champa the Trickster,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],15000,Champa,God/Universe 6,Universe Survival Saga,"July 26, 2019","**[Counter Play]**  Play this card.
**[Permanent]**  If a multicolored card is in your energy, reduce the energy cost of this card in your hand by 1.
**[Auto]**  When you play this card, choose up to 1 of your opponent's Battle Cards, ignoring **[Barrier]** , switch it to Rest Mode, then draw 1 card if it's your opponent's turn.",3((Y)),0,5000
BT7-079,BATTLE,"Hit, Pride of Universe 6",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Super Rare[SR],20000,Hit,Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[EX-Evolve]**  (Y)(Y)**[one]**  : Yellow Hit with an energy cost of 2.
**[Dual Attack]** 
**[Auto]** **[Bond 2]**  Universe 6 : When a card evolves into this card, if your Leader Card is a yellow Universe 6 card and you have 4 or more energy, flip your opponent's Leader Card to the front. If you do, your opponent can't activate their Leader Card's **[Awaken]**  or **[Wish]**  skills until the end of their next turn.
**[Activate Main]** **[Once per turn]**  Choose up to 1 of your opponent's Battle Cards, negate its skills for the duration of the turn, and send it to its owner's Warp. At the end of your opponent's next turn, play the card sent to the Warp by this skill from the Warp in its owner's Battle Area in Rest Mode.",5((Y)(Y)(Y)),1,10000
BT7-079_SPR,BATTLE,"Hit, Pride of Universe 6",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Special Rare[SPR],20000,Hit,Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[EX-Evolve]**  (Y)(Y)**[one]**  : Yellow Hit with an energy cost of 2.
**[Dual Attack]** 
**[Auto]** **[Bond 2]**  Universe 6 : When a card evolves into this card, if your Leader Card is a yellow Universe 6 card and you have 4 or more energy, flip your opponent's Leader Card to the front. If you do, your opponent can't activate their Leader Card's **[Awaken]**  or **[Wish]**  skills until the end of their next turn.
**[Activate Main]** **[Once per turn]**  Choose up to 1 of your opponent's Battle Cards, negate its skills for the duration of the turn, and send it to its owner's Warp. At the end of your opponent's next turn, play the card sent to the Warp by this skill from the Warp in its owner's Battle Area in Rest Mode.",5((Y)(Y)(Y)),1,10000
BT7-079_SPR_S,BATTLE,"Hit, Pride of Universe 6",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Special Rare Signature[SPR_S],20000,Hit,Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[EX-Evolve]**  (Y)(Y)**[one]**  : Yellow Hit with an energy cost of 2.
**[Dual Attack]** 
**[Auto]** **[Bond 2]**  Universe 6 : When a card evolves into this card, if your Leader Card is a yellow Universe 6 card and you have 4 or more energy, flip your opponent's Leader Card to the front. If you do, your opponent can't activate their Leader Card's **[Awaken]**  or **[Wish]**  skills until the end of their next turn.
**[Activate Main]** **[Once per turn]**  Choose up to 1 of your opponent's Battle Cards, negate its skills for the duration of the turn, and send it to its owner's Warp. At the end of your opponent's next turn, play the card sent to the Warp by this skill from the Warp in its owner's Battle Area in Rest Mode.",5((Y)(Y)(Y)),1,10000
BT7-080,BATTLE,"Hit, Afterimage Master",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],9000,Hit,Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Auto]**  When you play this card from your hand, your opponent chooses 1 card from their hand and sends it to their Warp.
**[Activate Main]**  Send this card to its owner's Warp : At the start of your next Main Phase, if your Leader Card is a yellow Universe 6 card, play the card that was sent to the Warp by this skill in its owner's Battle Area.",2((Y)),0,5000
BT7-080_PR,BATTLE,"Hit, Afterimage Master",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],9000,Hit,Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Auto]**  When you play this card from your hand, your opponent chooses 1 card from their hand and sends it to their Warp.
**[Activate Main]**  Send this card to its owner's Warp : At the start of your next Main Phase, if your Leader Card is a yellow Universe 6 card, play the card that was sent to the Warp by this skill in its owner's Battle Area.",2((Y)),0,5000
BT7-081,BATTLE,"Cabba, Undisguised Rage",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],5000,Cabba,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Blocker]**  
**[Revenge]** ",2((Y)),0,5000
BT7-081_PR,BATTLE,"Cabba, Undisguised Rage",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],5000,Cabba,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Blocker]**  
**[Revenge]** ",2((Y)),0,5000
BT7-082,BATTLE,"Cabba, Brimming with Spirit",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],5000,Cabba,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Auto]**  When you play this card, draw 1 card.",1((Y)),0,5000
BT7-082_PR,BATTLE,"Cabba, Brimming with Spirit",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],5000,Cabba,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Auto]**  When you play this card, draw 1 card.",1((Y)),0,5000
BT7-083,BATTLE,"Caulifla, the Awakened Sister",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Super Rare[SR],20000,Caulifla,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Double Strike]** 
**[Auto]**  During your turn, at the end of a battle after you combo with this card, choose up to 1 yellow Caulifla card in your Battle Area and play this card on top of it.
**[Auto]**  When you play this card, choose up to 1 of your opponent's Battle Cards or energy and switch it to Rest Mode.",4((Y)(Y)),1,10000
BT7-084,BATTLE,"Caulifla, the Resilient Sister",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Caulifla,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Permanent]**  If your opponent has 6 or more cards in Rest Mode, you can play this card from your hand without paying its energy cost.",4((Y)),0,5000
BT7-084_PR,BATTLE,"Caulifla, the Resilient Sister",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],10000,Caulifla,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Permanent]**  If your opponent has 6 or more cards in Rest Mode, you can play this card from your hand without paying its energy cost.",4((Y)),0,5000
BT7-085,BATTLE,"Caulifla, the Bold Sister",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],4000,Caulifla,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Permanent]**  This card can't be KO'd by your opponent's skills.
**[Auto]**  When you play this card, look at up to 5 cards from the top of your deck, choose up to 1 blue or yellow Universe 6 card among them and add it to your hand, then shuffle your deck.",1((Y)),0,5000
BT7-085_PR,BATTLE,"Caulifla, the Bold Sister",Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],4000,Caulifla,Saiyan/Alien/Universe 6,Universe Survival Saga,"July 26, 2019","**[Permanent]**  This card can't be KO'd by your opponent's skills.
**[Auto]**  When you play this card, look at up to 5 cards from the top of your deck, choose up to 1 blue or yellow Universe 6 card among them and add it to your hand, then shuffle your deck.",1((Y)),0,5000
