id,type2,fname,cname,sname,rname,rdate,fskl,energy
BT8-133,EXTRA,Heroic Strike,Black,Series 8-MALICIOUS MACHINATIONS-,Noble Hero Rare[NHR],"November 15, 2019","**[Permanent]**  This card gains Heroic in all areas.
**[Activate Battle]**  Choose up to 1 of your Leader Cards, it gets +10000 power for the duration of the battle, then choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it.",1(-)
BT8-134,EXTRA,Villainous Counterstrike,Black,Series 8-MALICIOUS MACHINATIONS-,Ignoble Villain Rare[IVR],"November 15, 2019","**[Permanent]**  This card gains Villainous in all areas.
**[Activate Battle]**  Your opponent has a skill-less Battle Card in play : Choose any number of your opponent's Battle Cards with energy costs of 4 or less for which the total cost adds up to 4 or less and send them to their owners' Warps.",1(-)
BT7-021,EXTRA,Familial Bonds,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is red : Choose up to 1 red Saiyan card in your Drop Area with an energy cost of 3 or less and 15000 power or less and play it. If you played a card, choose up to 2 **[Dragon Ball]**  cards from your deck and add them to your hand, then shuffle your deck.",2((R))
BT7-021_PR,EXTRA,Familial Bonds,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is red : Choose up to 1 red Saiyan card in your Drop Area with an energy cost of 3 or less and 15000 power or less and play it. If you played a card, choose up to 2 **[Dragon Ball]**  cards from your deck and add them to your hand, then shuffle your deck.",2((R))
BT7-022,EXTRA,Dormant Legend,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Permanent]**  You can't place cards under this card, except with this card's skill.
**[Auto]**  When a card in your life is added to your hand or placed in your Drop Area during your opponent's turn, place the top card of your deck under this card.
**[Activate Main]**  If there are 3 or more cards under this card : Place this card in your Drop Area, choose up to 1 red Broly card with an energy cost of 4 from your deck and play it, then shuffle your deck.",2((R))
BT7-022_PR,EXTRA,Dormant Legend,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Permanent]**  You can't place cards under this card, except with this card's skill.
**[Auto]**  When a card in your life is added to your hand or placed in your Drop Area during your opponent's turn, place the top card of your deck under this card.
**[Activate Main]**  If there are 3 or more cards under this card : Place this card in your Drop Area, choose up to 1 red Broly card with an energy cost of 4 from your deck and play it, then shuffle your deck.",2((R))
BT7-023,EXTRA,Denial of Hope,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your Leader Card is red : If the Battle Card your opponent is playing has 20000 power or less, it is placed in its owner's Drop Area instead of being played.",2((R)(R))
BT7-023_PR,EXTRA,Denial of Hope,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your Leader Card is red : If the Battle Card your opponent is playing has 20000 power or less, it is placed in its owner's Drop Area instead of being played.",2((R)(R))
BT7-024,EXTRA,The Final Guardian,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is red : Negate the attack, then choose up to 1 of your Battle Cards and it gets +5000 power for the duration of the turn.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 red card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {The Final Guardian} for the duration of the turn.",1((R))
BT7-024_PR,EXTRA,The Final Guardian,Red,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is red : Negate the attack, then choose up to 1 of your Battle Cards and it gets +5000 power for the duration of the turn.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 red card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {The Final Guardian} for the duration of the turn.",1((R))
BT7-045,EXTRA,Betrayal of the Master,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019",**[Activate Main]**  Choose 1 of your opponent's Battle Cards with an energy cost greater than or equal to your opponent's energy and return it to its owner's hand.,1((U))
BT7-045_PR,EXTRA,Betrayal of the Master,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019",**[Activate Main]**  Choose 1 of your opponent's Battle Cards with an energy cost greater than or equal to your opponent's energy and return it to its owner's hand.,1((U))
BT7-046,EXTRA,Mass Replication,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Permanent]**  Shadow Tokens in your Battle Area can't attack and gain **[Blocker]** .
**[Auto]** **[Once per turn]**  When you play a Goku Black card in your Battle Area, if your Leader Card is a Goku Black or Zamasu card, play 1 Shadow Token. (Shadow Tokens have 10000 power, 0 combo cost, and 5000 combo power.)",2((U))
BT7-046_PR,EXTRA,Mass Replication,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Permanent]**  Shadow Tokens in your Battle Area can't attack and gain **[Blocker]** .
**[Auto]** **[Once per turn]**  When you play a Goku Black card in your Battle Area, if your Leader Card is a Goku Black or Zamasu card, play 1 Shadow Token. (Shadow Tokens have 10000 power, 0 combo cost, and 5000 combo power.)",2((U))
BT7-047,EXTRA,You're Wide Open!,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your Leader Card is blue : If the Battle Card your opponent is playing has an energy cost of 4 or less, it is returned to its owner's hand instead of being played.",2((U)(U))
BT7-047_PR,EXTRA,You're Wide Open!,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your Leader Card is blue : If the Battle Card your opponent is playing has an energy cost of 4 or less, it is returned to its owner's hand instead of being played.",2((U)(U))
BT7-048,EXTRA,All Too Easy...,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is blue : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 1 and return it to its owner's hand.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 blue card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {All Too Easy...} for the duration of the turn.",1((U))
BT7-048_PR,EXTRA,All Too Easy...,Blue,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is blue : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 1 and return it to its owner's hand.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 blue card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {All Too Easy...} for the duration of the turn.",1((U))
BT7-070,EXTRA,Double Sunday,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Activate Battle]**  If your Leader Card is a Raditz card, it gets +15000 power for the duration of the battle, then choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it.",1((G))
BT7-070_PR,EXTRA,Double Sunday,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Activate Battle]**  If your Leader Card is a Raditz card, it gets +15000 power for the duration of the battle, then choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and KO it.",1((G))
BT7-071,EXTRA,Power Ball,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Auto]**  When this card is placed in a Battle Area, choose up to 1 green Great Ape card from your deck, add it to your hand, then shuffle your deck.
**[Activate Main]**  Switch this card to Rest Mode : Choose up to 1 red or green Saiyan card in your Battle Area, and it gets +5000 power for the duration of the turn.",3((G))
BT7-071_PR,EXTRA,Power Ball,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Auto]**  When this card is placed in a Battle Area, choose up to 1 green Great Ape card from your deck, add it to your hand, then shuffle your deck.
**[Activate Main]**  Switch this card to Rest Mode : Choose up to 1 red or green Saiyan card in your Battle Area, and it gets +5000 power for the duration of the turn.",3((G))
BT7-072,EXTRA,Hidden Power of the Saiyans,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your Leader Card is green : Your opponent may place the Battle Card they're playing in its owner's Drop Area instead of playing it. If they didn't, your opponent chooses 2 cards in their hand and places them in their Drop Area.",2((G)(G))
BT7-072_PR,EXTRA,Hidden Power of the Saiyans,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your Leader Card is green : Your opponent may place the Battle Card they're playing in its owner's Drop Area instead of playing it. If they didn't, your opponent chooses 2 cards in their hand and places them in their Drop Area.",2((G)(G))
BT7-073,EXTRA,For the Greater Good,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is green : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 1 and KO it.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 green card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {For the Greater Good} for the duration of the turn.",1((G))
BT7-073_PR,EXTRA,For the Greater Good,Green,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is green : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 1 and KO it.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 green card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {For the Greater Good} for the duration of the turn.",1((G))
BT7-095,EXTRA,Weak Spot Protection,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Activate Battle]**  If your Leader Card is a Universe 6 card, it gets +10000 power for the duration of the battle, then draw 1 card.",1((Y))
BT7-095_PR,EXTRA,Weak Spot Protection,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Activate Battle]**  If your Leader Card is a Universe 6 card, it gets +10000 power for the duration of the battle, then draw 1 card.",1((Y))
BT7-096,EXTRA,Zero Mortals Plan,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  Choose 1 Zamasu card in your Battle Area without **[Indestructible]**  and place it in its owner's Drop Area : Choose up to 1 Zamasu card in your hand with **[Indestructible]**  and an energy cost of 4 or less and play it.",3((Y)(Y))
BT7-096_PR,EXTRA,Zero Mortals Plan,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  Choose 1 Zamasu card in your Battle Area without **[Indestructible]**  and place it in its owner's Drop Area : Choose up to 1 Zamasu card in your hand with **[Indestructible]**  and an energy cost of 4 or less and play it.",3((Y)(Y))
BT7-097,EXTRA,Kefla's Fury,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019",**[Counter Play]**  If your Leader Card is yellow : Draw 2 cards.,2((Y)(Y))
BT7-097_PR,EXTRA,Kefla's Fury,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019",**[Counter Play]**  If your Leader Card is yellow : Draw 2 cards.,2((Y)(Y))
BT7-098,EXTRA,Restrain,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is yellow : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 1 or less and switch it to Rest Mode.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 yellow card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {Restrain} for the duration of the turn.",1((Y))
BT7-098_PR,EXTRA,Restrain,Yellow,Series7ï½ASSAULT OF THE SAIYANSï½,Rare[R],"July 26, 2019","**[Counter Attack]**  If your Leader Card is yellow : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 1 or less and switch it to Rest Mode.
**[Permanent]**  If this card is in your Drop Area, you can activate it by paying its energy cost and removing it and 1 yellow card in your hand from the game.
**[Auto]**  When you activate this card, you can't activate {Restrain} for the duration of the turn.",1((Y))
BT7-107,EXTRA,Assembling the Squad,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a Shenron card : Choose 1 Battle Card from your deck with an energy cost of 2 or less and power of 15000 or less, play it, then shuffle your deck.",2(-)
BT7-107_PR,EXTRA,Assembling the Squad,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a Shenron card : Choose 1 Battle Card from your deck with an energy cost of 2 or less and power of 15000 or less, play it, then shuffle your deck.",2(-)
BT7-108,EXTRA,Time Transmission G,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Activate Main]**  Choose up to 1 black Battle Card with an energy cost of 4 or less in your Warp and play it. If the Battle Card played with this skill has **[Over Realm]**  or **[Dark Over Realm]** , choose up to 2 of your energy and switch them to Active Mode.",4(-)
BT7-108_PR,EXTRA,Time Transmission G,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Activate Main]**  Choose up to 1 black Battle Card with an energy cost of 4 or less in your Warp and play it. If the Battle Card played with this skill has **[Over Realm]**  or **[Dark Over Realm]** , choose up to 2 of your energy and switch them to Active Mode.",4(-)
BT7-109,EXTRA,Tokitoki City,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Auto]**  When you play a Battle Card using **[Over Realm]** , place the top card of your deck under this card.
**[Activate Main]**  Choose 3 cards under this card and send them to your Warp : If your Leader Card is black, Battle Cards you play using **[Over Realm]**  aren't sent to Warps at the end of this turn.",1(-)
BT7-109_PR,EXTRA,Tokitoki City,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Common[C],"July 26, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Auto]**  When you play a Battle Card using **[Over Realm]** , place the top card of your deck under this card.
**[Activate Main]**  Choose 3 cards under this card and send them to your Warp : If your Leader Card is black, Battle Cards you play using **[Over Realm]**  aren't sent to Warps at the end of this turn.",1(-)
BT7-110,EXTRA,An Unexpected Turn,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your opponent has 3 or more Battle Cards in play with energy costs of 2 or more, the Battle Card your opponent is playing is placed in its owner's Drop Area instead, then choose all Battle Cards with energy costs of 2 or less, ignoring **[Barrier]** , and send them to their owners' Warps.",1(-)
BT7-110_PR,EXTRA,An Unexpected Turn,Black,Series7ï½ASSAULT OF THE SAIYANSï½,Uncommon[UC],"July 26, 2019","**[Counter Play]**  If your opponent has 3 or more Battle Cards in play with energy costs of 2 or more, the Battle Card your opponent is playing is placed in its owner's Drop Area instead, then choose all Battle Cards with energy costs of 2 or less, ignoring **[Barrier]** , and send them to their owners' Warps.",1(-)
BT6-023,EXTRA,Live to Fight Another Day,Red,Series6ï½DESTROYER KINGSï½,Uncommon[UC],"March 8, 2019","**[Activate Main]**  If your Leader Card is a red Frieza's Army card and your opponent has 3 or more energy : Draw 1 card, and for the duration of your opponent's next turn, your opponent can't play Battle Cards with 20000 power or less unless they choose 3 cards from their hand and place them in their Drop Area as an additional cost.",3((R)(R))
BT6-024,EXTRA,New Model Scouter,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Main]**  Look at up to 7 cards from the top of your deck, choose up to 2 red Frieza's Army cards with energy costs of 4 or more among them and add them to your hand, then shuffle your deck.",1((R))
BT6-024_PR,EXTRA,New Model Scouter,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Main]**  Look at up to 7 cards from the top of your deck, choose up to 2 red Frieza's Army cards with energy costs of 4 or more among them and add them to your hand, then shuffle your deck.",1((R))
BT6-025,EXTRA,Transcendent Strike,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019",**[Activate Main]**  If your Leader Card is red : Choose up to 1 of your opponent's Battle Cards with 20000 power or less and KO it.,1((R))
BT6-025_PR,EXTRA,Transcendent Strike,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019",**[Activate Main]**  If your Leader Card is red : Choose up to 1 of your opponent's Battle Cards with 20000 power or less and KO it.,1((R))
BT6-025_BD,EXTRA,Transcendent Strike,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019",**[Activate Main]**  If your Leader Card is red : Choose up to 1 of your opponent's Battle Cards with 20000 power or less and KO it.,1((R))
BT6-026,EXTRA,Is That All You've Got?,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is red : Negate the attack, then you may choose 1 red card from your hand and place it in your Drop Area. If you do, choose up to 2 of your opponent's Battle Cards, and they get -15000 power for the duration of the turn.",1((R))
BT6-026_PR,EXTRA,Is That All You've Got?,Red,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is red : Negate the attack, then you may choose 1 red card from your hand and place it in your Drop Area. If you do, choose up to 2 of your opponent's Battle Cards, and they get -15000 power for the duration of the turn.",1((R))
BT6-049,EXTRA,Fount of Spirit,Blue,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a blue Shenron card : Choose 1 blue Saiyan card in your Drop Area with 15000 or less power and an energy cost of 2 or less and play it. If you do, place the top card of your deck under the card you played with this skill.",1((U))
BT6-049_PR,EXTRA,Fount of Spirit,Blue,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a blue Shenron card : Choose 1 blue Saiyan card in your Drop Area with 15000 or less power and an energy cost of 2 or less and play it. If you do, place the top card of your deck under the card you played with this skill.",1((U))
BT6-050,EXTRA,Bring Back Buu,Blue,Series6ï½DESTROYER KINGSï½,Uncommon[UC],"March 8, 2019","**[Activate Main]**  **[Sparking 10]**  (This skill takes effect when you have 10 or more cards in your Drop Area.) If your Leader Card is a Majin card : If you have 5 or more energy, choose up to 1 blue Majin Buu card with an energy cost of 4 or less or 1 red Majin Buu card from your Energy Area and play it. If you played a card, choose up to 1 Battle Card in your Drop Area and place it under the card you played with this skill.",4((U))
BT6-051,EXTRA,Dawn of Evil,Blue,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Auto]**  When you activate this card, you can't activate {Dawn of Evil} for the duration of the turn.
**[Activate Main]**  If your Leader Card is a Majin card : Look at up to 10 cards from the top of your deck, choose up to 1 blue Majin Buu card with an energy cost of 3 or less among them and add it to your hand, then shuffle your deck. If you add a card to your hand, choose up to 1 of your blue energy and switch it to Active Mode.",1((U))
BT6-051_PR,EXTRA,Dawn of Evil,Blue,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Auto]**  When you activate this card, you can't activate {Dawn of Evil} for the duration of the turn.
**[Activate Main]**  If your Leader Card is a Majin card : Look at up to 10 cards from the top of your deck, choose up to 1 blue Majin Buu card with an energy cost of 3 or less among them and add it to your hand, then shuffle your deck. If you add a card to your hand, choose up to 1 of your blue energy and switch it to Active Mode.",1((U))
BT6-052,EXTRA,Spirit Sword,Blue,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is blue : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and return it to its owner's hand.",1((U))
BT6-052_PR,EXTRA,Spirit Sword,Blue,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is blue : Negate the attack, then choose up to 1 of your opponent's Battle Cards with an energy cost of 2 or less and return it to its owner's hand.",1((U))
BT6-075,EXTRA,A Kind Wish,Green,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a green Frieza's Army card : Choose all of your opponent's Battle Cards ignoring **[Barrier]**  and place them at the bottom of their owners' decks in any order, and if there are no Battle Cards in play in your Battle Area, choose up to 1 Broly : Br card with an energy cost of 4 from your deck and play it, then shuffle your deck.",4((G)(G)(G))
BT6-075_PR,EXTRA,A Kind Wish,Green,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  If your Leader Card is a green Frieza's Army card : Choose all of your opponent's Battle Cards ignoring **[Barrier]**  and place them at the bottom of their owners' decks in any order, and if there are no Battle Cards in play in your Battle Area, choose up to 1 Broly : Br card with an energy cost of 4 from your deck and play it, then shuffle your deck.",4((G)(G)(G))
BT6-076,EXTRA,Broly Control Mechanism,Green,Series6ï½DESTROYER KINGSï½,Uncommon[UC],"March 8, 2019","**[Field]**  (Place and activate this card in your Battle Area. It remains in your Battle Area until you activate another **[Field]** . When you do, place this card in its owner's Drop Area.)
**[Activate Main]**  Place this card in its owner's Drop Area : Choose 1 Broly : Br card in your Battle Area, place it in its owner's Drop Area, and draw 1 card.",1((G))
BT6-077,EXTRA,Tragic Awakening,Green,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Main]** **[Sparking 7]**  (This skill takes effect when you have 7 or more cards in your Drop Area.) If your Leader Card is a green Frieza's Army card : Choose 1 of your energy and place it in your Drop Area, then choose up to 1 Broly : Br card with an energy cost of 6 or less from your Drop Area and play it.",3((G))
BT6-077_PR,EXTRA,Tragic Awakening,Green,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Main]** **[Sparking 7]**  (This skill takes effect when you have 7 or more cards in your Drop Area.) If your Leader Card is a green Frieza's Army card : Choose 1 of your energy and place it in your Drop Area, then choose up to 1 Broly : Br card with an energy cost of 6 or less from your Drop Area and play it.",3((G))
BT6-078,EXTRA,Wrathful Charge,Green,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is green : Negate the attack, then you may choose 1 of your Battle Cards and place it in your Drop Area. If you do, your opponent chooses 1 card from their hand and places it in their Drop Area.",1((G))
BT6-078_PR,EXTRA,Wrathful Charge,Green,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is green : Negate the attack, then you may choose 1 of your Battle Cards and place it in your Drop Area. If you do, your opponent chooses 1 card from their hand and places it in their Drop Area.",1((G))
BT6-101,EXTRA,Arrival of the Space Pirates,Yellow,Series6ï½DESTROYER KINGSï½,Uncommon[UC],"March 8, 2019","**[Activate Main]**  Choose up to 1 Boujack Brigade card with an energy cost of 2 or less from your deck and play it in Rest Mode, then shuffle your deck.",1((Y))
BT6-102,EXTRA,Merciless Farewell,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Battle]**  Choose 2 cards from your hand and place them in your Drop Area : If your Leader Card is a Boujack Brigade card, choose up to 1 of your opponent's Battle Cards in Rest Mode and KO it.",1((Y))
BT6-102_PR,EXTRA,Merciless Farewell,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Battle]**  Choose 2 cards from your hand and place them in your Drop Area : If your Leader Card is a Boujack Brigade card, choose up to 1 of your opponent's Battle Cards in Rest Mode and KO it.",1((Y))
BT6-103,EXTRA,Full-Power Kamehameha,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Battle]**  If your Leader Card is a yellow Son Gohan : Childhood card, it gets +10000 power for the duration of the battle, and if your opponent has 5 or more cards in Rest Mode, it gets an additional +10000 power for the duration of the battle.",1((Y))
BT6-103_PR,EXTRA,Full-Power Kamehameha,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Activate Battle]**  If your Leader Card is a yellow Son Gohan : Childhood card, it gets +10000 power for the duration of the battle, and if your opponent has 5 or more cards in Rest Mode, it gets an additional +10000 power for the duration of the battle.",1((Y))
BT6-104,EXTRA,Fatherly Love Saves the Day,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is yellow : Negate the attack, then, if your opponent has 4 or more cards in Rest Mode, choose up to 1 of your opponent's Battle Cards and switch it to Rest Mode.",1((Y))
BT6-104_PR,EXTRA,Fatherly Love Saves the Day,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is yellow : Negate the attack, then, if your opponent has 4 or more cards in Rest Mode, choose up to 1 of your opponent's Battle Cards and switch it to Rest Mode.",1((Y))
BT6-104_BD,EXTRA,Fatherly Love Saves the Day,Yellow,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Counter Attack]**  If your Leader Card is yellow : Negate the attack, then, if your opponent has 4 or more cards in Rest Mode, choose up to 1 of your opponent's Battle Cards and switch it to Rest Mode.",1((Y))
BT6-116,EXTRA,Restore the Universes!,Black,Series6ï½DESTROYER KINGSï½,Uncommon[UC],"March 8, 2019","**[Permanent]**  This card gains Desire in all areas.
**[Activate Main]**  Choose 2 Battle Cards from your Drop Area with energy costs of 4 or less and 15000 power or more, and 2 Battle Cards from your opponent's Drop Area with energy costs of 4 or less and 15000 power or more : If your Leader Card is a Shenron card, play the chosen cards from your opponent's Drop Area in their Battle Area, then play the chosen cards from your Drop Area in your Battle Area in Rest Mode.",5(-)
BT6-117,EXTRA,Four-Star Ball,Black,Series6ï½DESTROYER KINGSï½,Rare[R],"March 8, 2019","**[Dragon Ball]** 
**[Activate Battle]**  Choose up to 1 of your Battle Cards or Leader Cards, it gets +5000 power for the duration of the battle, and if it's a skill-less Battle Card it gets an additional +5000 power for the duration of the battle.",0(-)
BT6-118,EXTRA,Super Dragon Ball,Black,Series6ï½DESTROYER KINGSï½,Common[C],"March 8, 2019","**[Dragon Ball]**  (You can include as many copies of cards with **[Dragon Ball]**  in your deck as you like, as long as the total number doesn't exceed 7.)
**[Activate Main]**  If your Leader Card is a Shenron card : Draw 4 cards, then choose 2 cards from your hand and place them in your Drop Area.",2(-)
